auc,ap,accuracy,sensitivity,specificity,f1,brier,auc_ci_low,auc_ci_high,ece,mean_confidence,mean_confidence_correct,mean_confidence_wrong,high_conf_coverage_0.8,high_conf_accuracy_0.8,model_tag
,,0.0,,0.0,0.0,0.31141166066962356,,,0.5580427050590515,0.5580427050590515,,0.5580427050590515,0.0,,a
,,1.0,,1.0,0.0,0.06787179344759753,,,0.26052215538720985,0.7394778446127901,0.7394778446127901,,0.0,,b
