epoch,train_loss,val_slice_auc,val_patient_auc,val_patient_f1_weighted
1,0.18317724837106653,0.8472222222222223,0.888888888888889,0.7833333333333334
2,0.05675729501672322,0.8222222222222223,0.8333333333333334,0.7833333333333334
3,0.027962395557551645,0.8344444444444444,0.8333333333333334,0.7833333333333334
4,0.017037302495737094,0.8327777777777777,0.8333333333333334,0.7833333333333334
5,0.013646578501720796,0.8661111111111112,0.888888888888889,0.8917748917748918
