epoch,train_loss,val_slice_auc,val_patient_auc,val_patient_f1_weighted
1,0.3977312201168388,0.8527777777777779,0.8333333333333334,0.47619047619047616
2,0.26806329225655645,0.8355555555555555,0.8333333333333334,0.8917748917748918
3,0.12760411434283014,0.8344444444444444,0.8333333333333334,0.8917748917748918
4,0.11885357631763327,0.7861111111111112,0.8333333333333334,0.6666666666666666
5,0.09210216531937476,0.8433333333333334,0.8333333333333334,0.7777777777777778
