epoch,train_loss,val_slice_auc,val_patient_auc,val_patient_f1_weighted
1,0.4364454816095531,0.8777777777777778,0.888888888888889,0.16666666666666666
2,0.36831581545993686,0.8716666666666666,0.8333333333333334,0.8917748917748918
3,0.3311883173882961,0.8738888888888888,0.8333333333333334,0.37229437229437223
4,0.29084974131546915,0.8755555555555555,0.8333333333333334,0.7833333333333334
5,0.2683545518666506,0.8738888888888888,0.8333333333333334,0.6461538461538462
