epoch,train_loss,val_slice_auc,val_patient_auc,val_patient_f1_weighted
1,0.2686780820367858,0.8744444444444445,0.888888888888889,0.7833333333333334
2,0.08456171670695767,0.9005555555555556,0.888888888888889,0.8917748917748918
3,0.04761700030940119,0.9144444444444445,0.888888888888889,0.7833333333333334
4,0.03783655303050182,0.9038888888888889,0.888888888888889,0.8917748917748918
5,0.021423120286272024,0.8683333333333334,0.8333333333333334,0.7833333333333334
